name,latitude,longitude
Varnum,33.9476727,-78.2269416
Virginia,37.1232245,-78.4927721
Worcester,52.1918287,-2.2216009
Starkfield,0.0,0.0
Stamford,41.0534302,-73.5387341
Norway,64.574131,11.5270102892405
Corbury,0.0,0.0
